Container stores 5000 plants:
tree: name = rrpkztbnaxly, length = 12, age = 1554, Fraction = 0.08333333333333333
flower: name = iybouirfw, length = 9, type = Type.GARDEN, Fraction = 0.4444444444444444
tree: name = ctnihzcgecwpqxespl, length = 18, age = 33, Fraction = 0.16666666666666666
tree: name = udcidn, length = 6, age = 89, Fraction = 0.3333333333333333
bush: name = qsgowucbgflsmsattf, length = 18, month = Month.DECEMBER, Fraction = 0.16666666666666666
bush: name = oc, length = 2, month = Month.JULY, Fraction = 0.5
bush: name = mwevnonwnzawpswsv, length = 17, month = Month.NOVEMBER, Fraction = 0.17647058823529413
tree: name = akoukepwfzfhrerqof, length = 18, age = 1952, Fraction = 0.3333333333333333
flower: name = ra, length = 2, type = Type.HOME, Fraction = 0.5
bush: name = smzaonvyoeb, length = 11, month = Month.MARCH, Fraction = 0.36363636363636365
tree: name = tgxtsyoqmydnun, length = 14, age = 1494, Fraction = 0.14285714285714285
tree: name = zlwzyxnkq, length = 9, age = 598, Fraction = 0.0
flower: name = cyybzrlz, length = 8, type = Type.HOME, Fraction = 0.0
flower: name = bzxkvftdbsrjcenbps, length = 18, type = Type.WILD, Fraction = 0.05555555555555555
flower: name = o, length = 1, type = Type.WILD, Fraction = 1.0
flower: name = g, length = 1, type = Type.GARDEN, Fraction = 0.0
bush: name = jdhrnrdeelmayorszuz, length = 19, month = Month.SEPTEMBER, Fraction = 0.2631578947368421
bush: name = ixdckmplscdh, length = 12, month = Month.JANUARY, Fraction = 0.08333333333333333
flower: name = epacumvgctddsycpzopk, length = 20, type = Type.WILD, Fraction = 0.2
tree: name = qgdhvjdcxkwldierhmu, length = 19, age = 900, Fraction = 0.15789473684210525
flower: name = supmswu, length = 7, type = Type.WILD, Fraction = 0.2857142857142857
tree: name = qfgtftjpreandj, length = 14, age = 1810, Fraction = 0.14285714285714285
flower: name = e, length = 1, type = Type.WILD, Fraction = 1.0
bush: name = uwysigbmaqorpdnpuu, length = 18, month = Month.FEBRUARY, Fraction = 0.3333333333333333
tree: name = cplmjxdcflykavumqrv, length = 19, age = 891, Fraction = 0.10526315789473684
tree: name = hyndmpvvglmaotqgmw, length = 18, age = 380, Fraction = 0.1111111111111111
flower: name = yitplrbmpoqkvssahx, length = 18, type = Type.HOME, Fraction = 0.16666666666666666
bush: name = bbyurovxohup, length = 12, month = Month.JULY, Fraction = 0.3333333333333333
flower: name = yfqcasqpk, length = 9, type = Type.HOME, Fraction = 0.1111111111111111
bush: name = mwsuqtjy, length = 8, month = Month.AUGUST, Fraction = 0.125
bush: name = fjknvvkuigbtxmtge, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
tree: name = tdotbzxonubj, length = 12, age = 402, Fraction = 0.25
tree: name = cnnia, length = 5, age = 1869, Fraction = 0.4
bush: name = yiugplevzhoreicqw, length = 17, month = Month.JULY, Fraction = 0.35294117647058826
bush: name = ewqdrk, length = 6, month = Month.APRIL, Fraction = 0.16666666666666666
bush: name = xditwffhbcqponosaa, length = 18, month = Month.NOVEMBER, Fraction = 0.2777777777777778
bush: name = qrejeg, length = 6, month = Month.JANUARY, Fraction = 0.3333333333333333
bush: name = tbvhkbenvzmqpeksyl, length = 18, month = Month.OCTOBER, Fraction = 0.1111111111111111
flower: name = gztlctxzx, length = 9, type = Type.GARDEN, Fraction = 0.0
bush: name = nitjoy, length = 6, month = Month.APRIL, Fraction = 0.3333333333333333
flower: name = oe, length = 2, type = Type.GARDEN, Fraction = 1.0
tree: name = joobfebinwsaw, length = 13, age = 1886, Fraction = 0.38461538461538464
flower: name = qjaiwlxhoytxbk, length = 14, type = Type.GARDEN, Fraction = 0.21428571428571427
bush: name = rrqybpaggalwyuj, length = 15, month = Month.MARCH, Fraction = 0.2
bush: name = xyq, length = 3, month = Month.OCTOBER, Fraction = 0.0
tree: name = mcvjpyxslfoolebablxf, length = 20, age = 386, Fraction = 0.2
bush: name = bjwrdyfqi, length = 9, month = Month.SEPTEMBER, Fraction = 0.1111111111111111
tree: name = kfuixtis, length = 8, age = 526, Fraction = 0.375
tree: name = plnzjcqagzxauemwbwd, length = 19, age = 778, Fraction = 0.21052631578947367
flower: name = xpxfbzo, length = 7, type = Type.GARDEN, Fraction = 0.14285714285714285
bush: name = qigrghnfeshtawflky, length = 18, month = Month.DECEMBER, Fraction = 0.16666666666666666
bush: name = jsw, length = 3, month = Month.DECEMBER, Fraction = 0.0
tree: name = enlrzzcczayvgtavzhd, length = 19, age = 1516, Fraction = 0.15789473684210525
flower: name = cyjkar, length = 6, type = Type.GARDEN, Fraction = 0.16666666666666666
tree: name = bbn, length = 3, age = 528, Fraction = 0.0
tree: name = x, length = 1, age = 746, Fraction = 0.0
bush: name = toxgjgn, length = 7, month = Month.JUNE, Fraction = 0.14285714285714285
flower: name = biqokwwlnjio, length = 12, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = iewgbmmwfyoohsjdd, length = 17, age = 1566, Fraction = 0.23529411764705882
tree: name = byqetfy, length = 7, age = 1381, Fraction = 0.14285714285714285
bush: name = aboovsculsbgnumnkhi, length = 19, month = Month.OCTOBER, Fraction = 0.3157894736842105
flower: name = jepvdstizhvmpoeomenh, length = 20, type = Type.HOME, Fraction = 0.3
tree: name = ynirpndmkkavqiithv, length = 18, age = 1069, Fraction = 0.2222222222222222
flower: name = cxsah, length = 5, type = Type.WILD, Fraction = 0.2
flower: name = fggst, length = 5, type = Type.HOME, Fraction = 0.0
tree: name = bmmbfdrp, length = 8, age = 573, Fraction = 0.0
flower: name = nz, length = 2, type = Type.HOME, Fraction = 0.0
flower: name = lwsarqlhskojm, length = 13, type = Type.WILD, Fraction = 0.15384615384615385
bush: name = fzynmqdqiwdfbgyl, length = 16, month = Month.MAY, Fraction = 0.0625
flower: name = bqiyfjejuxhejtbu, length = 16, type = Type.WILD, Fraction = 0.3125
tree: name = pnffhqemskmgk, length = 13, age = 839, Fraction = 0.07692307692307693
tree: name = osojozyhsezxbu, length = 14, age = 735, Fraction = 0.35714285714285715
flower: name = h, length = 1, type = Type.WILD, Fraction = 0.0
tree: name = dzbgnd, length = 6, age = 1190, Fraction = 0.0
tree: name = pnzdggjas, length = 9, age = 278, Fraction = 0.1111111111111111
tree: name = nhhwoeitexqr, length = 12, age = 910, Fraction = 0.3333333333333333
tree: name = tdj, length = 3, age = 1755, Fraction = 0.0
bush: name = nt, length = 2, month = Month.JANUARY, Fraction = 0.0
flower: name = ive, length = 3, type = Type.GARDEN, Fraction = 0.6666666666666666
bush: name = fsfstwbkvsxolzk, length = 15, month = Month.APRIL, Fraction = 0.06666666666666667
bush: name = bnztydunqefuvmykhcxg, length = 20, month = Month.SEPTEMBER, Fraction = 0.15
flower: name = utagdxtulsnfndux, length = 16, type = Type.HOME, Fraction = 0.25
tree: name = scvvmcvcvulr, length = 12, age = 1752, Fraction = 0.08333333333333333
bush: name = zugbstupsfagov, length = 14, month = Month.JANUARY, Fraction = 0.2857142857142857
bush: name = nnxb, length = 4, month = Month.OCTOBER, Fraction = 0.0
tree: name = vvif, length = 4, age = 812, Fraction = 0.25
bush: name = rkatpcknedwyi, length = 13, month = Month.MARCH, Fraction = 0.23076923076923078
flower: name = bkltyqhcdslr, length = 12, type = Type.HOME, Fraction = 0.0
bush: name = kkdlwsuwec, length = 10, month = Month.DECEMBER, Fraction = 0.2
tree: name = dqedrvfbynz, length = 11, age = 398, Fraction = 0.09090909090909091
flower: name = eeevqqvblicdto, length = 14, type = Type.HOME, Fraction = 0.35714285714285715
tree: name = reirqcwfvpbbyovlma, length = 18, age = 122, Fraction = 0.2222222222222222
tree: name = aa, length = 2, age = 1606, Fraction = 1.0
flower: name = fqpobll, length = 7, type = Type.GARDEN, Fraction = 0.14285714285714285
bush: name = wd, length = 2, month = Month.JUNE, Fraction = 0.0
flower: name = jrkgxl, length = 6, type = Type.WILD, Fraction = 0.0
flower: name = q, length = 1, type = Type.HOME, Fraction = 0.0
bush: name = amme, length = 4, month = Month.MARCH, Fraction = 0.5
flower: name = igjzugnenmdc, length = 12, type = Type.GARDEN, Fraction = 0.25
flower: name = lhtlxeh, length = 7, type = Type.WILD, Fraction = 0.14285714285714285
flower: name = ixujwcdgichwqmlhvall, length = 20, type = Type.HOME, Fraction = 0.2
flower: name = zgjyyzeahagskz, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
flower: name = smmcfbgsrcdc, length = 12, type = Type.GARDEN, Fraction = 0.0
bush: name = sbyyyeyw, length = 8, month = Month.FEBRUARY, Fraction = 0.125
bush: name = mpxqdxvis, length = 9, month = Month.NOVEMBER, Fraction = 0.1111111111111111
bush: name = gotluixrpsrysjuxetvw, length = 20, month = Month.AUGUST, Fraction = 0.25
flower: name = oveqz, length = 5, type = Type.HOME, Fraction = 0.4
bush: name = m, length = 1, month = Month.JULY, Fraction = 0.0
bush: name = yjdkhsq, length = 7, month = Month.APRIL, Fraction = 0.0
flower: name = beekbwkzphoakqglphml, length = 20, type = Type.HOME, Fraction = 0.2
bush: name = pvpjlswnveze, length = 12, month = Month.DECEMBER, Fraction = 0.16666666666666666
flower: name = gmixaxhxcwp, length = 11, type = Type.GARDEN, Fraction = 0.18181818181818182
bush: name = ybsqzsitmzkaoftv, length = 16, month = Month.OCTOBER, Fraction = 0.1875
flower: name = rzjurgsauyaaios, length = 15, type = Type.WILD, Fraction = 0.4666666666666667
flower: name = hoqrffmaszwukqg, length = 15, type = Type.HOME, Fraction = 0.2
flower: name = zclszn, length = 6, type = Type.GARDEN, Fraction = 0.0
bush: name = p, length = 1, month = Month.SEPTEMBER, Fraction = 0.0
bush: name = kqeccviognktkgmmgbyx, length = 20, month = Month.NOVEMBER, Fraction = 0.15
bush: name = oeqjxiplzrry, length = 12, month = Month.JANUARY, Fraction = 0.25
tree: name = c, length = 1, age = 1400, Fraction = 0.0
flower: name = jrpuntdi, length = 8, type = Type.WILD, Fraction = 0.25
bush: name = ncbvwovqkmxpmbm, length = 15, month = Month.OCTOBER, Fraction = 0.06666666666666667
bush: name = ykugpuou, length = 8, month = Month.FEBRUARY, Fraction = 0.5
bush: name = qoxjzoofeqykdyv, length = 15, month = Month.APRIL, Fraction = 0.26666666666666666
tree: name = ulnanppqpgnj, length = 12, age = 1064, Fraction = 0.16666666666666666
bush: name = wzgroroqnfch, length = 12, month = Month.OCTOBER, Fraction = 0.16666666666666666
tree: name = cqqokotcsfi, length = 11, age = 956, Fraction = 0.2727272727272727
tree: name = zmylibqglejrnonncxmx, length = 20, age = 286, Fraction = 0.15
flower: name = vvmydp, length = 6, type = Type.HOME, Fraction = 0.0
flower: name = kolqgbpdflheqlzicns, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = opgwcflldpkmhpjms, length = 17, month = Month.JANUARY, Fraction = 0.058823529411764705
bush: name = ggtoaiavnpyjcrucooy, length = 19, month = Month.JULY, Fraction = 0.3684210526315789
tree: name = dkumlmmvevsb, length = 12, age = 1692, Fraction = 0.16666666666666666
bush: name = wxghgdjldidpjnuxebwj, length = 20, month = Month.OCTOBER, Fraction = 0.15
flower: name = urjwjqbfdcpicce, length = 15, type = Type.GARDEN, Fraction = 0.2
bush: name = oxng, length = 4, month = Month.OCTOBER, Fraction = 0.25
tree: name = repcwpvruetq, length = 12, age = 1379, Fraction = 0.25
tree: name = evrurrtdidzk, length = 12, age = 714, Fraction = 0.25
tree: name = rnneqvmuxlfnuoqzd, length = 17, age = 1606, Fraction = 0.23529411764705882
flower: name = uavqmbxdikzoc, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
tree: name = dacjkxzxhtkhp, length = 13, age = 1662, Fraction = 0.07692307692307693
flower: name = qmadnfi, length = 7, type = Type.GARDEN, Fraction = 0.2857142857142857
bush: name = kdoghwspta, length = 10, month = Month.OCTOBER, Fraction = 0.2
tree: name = hlpqxlkegzmma, length = 13, age = 1973, Fraction = 0.15384615384615385
bush: name = f, length = 1, month = Month.NOVEMBER, Fraction = 0.0
tree: name = tecmcb, length = 6, age = 381, Fraction = 0.16666666666666666
tree: name = hokovruykf, length = 10, age = 1989, Fraction = 0.3
bush: name = hakbhgliyypvhdo, length = 15, month = Month.DECEMBER, Fraction = 0.2
bush: name = cvcqlu, length = 6, month = Month.FEBRUARY, Fraction = 0.16666666666666666
bush: name = yuptvbhqboksewfiizy, length = 19, month = Month.JUNE, Fraction = 0.2631578947368421
flower: name = twgapd, length = 6, type = Type.GARDEN, Fraction = 0.16666666666666666
tree: name = v, length = 1, age = 1415, Fraction = 0.0
tree: name = hgy, length = 3, age = 512, Fraction = 0.0
bush: name = tsa, length = 3, month = Month.MARCH, Fraction = 0.3333333333333333
tree: name = boinjonziluxjwjxe, length = 17, age = 1282, Fraction = 0.35294117647058826
flower: name = bfmpmpgqtqomqxdixoun, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = mtkabgqnmmucmnblvce, length = 19, type = Type.GARDEN, Fraction = 0.15789473684210525
flower: name = bmlpwyfzuhbntisodme, length = 19, type = Type.WILD, Fraction = 0.21052631578947367
flower: name = oxpiawdfrjgxofvav, length = 17, type = Type.HOME, Fraction = 0.29411764705882354
bush: name = df, length = 2, month = Month.MARCH, Fraction = 0.0
bush: name = jrtlzpwqdyhlhxhy, length = 16, month = Month.JANUARY, Fraction = 0.0
flower: name = fmvubcxnkajh, length = 12, type = Type.GARDEN, Fraction = 0.16666666666666666
tree: name = zlditrpfdhel, length = 12, age = 1509, Fraction = 0.16666666666666666
tree: name = xnh, length = 3, age = 1125, Fraction = 0.0
flower: name = duydfyhiczk, length = 11, type = Type.WILD, Fraction = 0.18181818181818182
flower: name = cui, length = 3, type = Type.GARDEN, Fraction = 0.6666666666666666
tree: name = roedtjpndcmhn, length = 13, age = 242, Fraction = 0.15384615384615385
flower: name = ensxcvrcxpuxsxxfvoz, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = lxvyneybpmxawcetn, length = 17, month = Month.JULY, Fraction = 0.17647058823529413
tree: name = prayylcuiqpayrpmfwy, length = 19, age = 536, Fraction = 0.21052631578947367
flower: name = stocjwaqjlyuyah, length = 15, type = Type.HOME, Fraction = 0.26666666666666666
flower: name = heifsvwncsapcswrqyi, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
flower: name = dqdhorjnxsimqxyg, length = 16, type = Type.WILD, Fraction = 0.125
bush: name = d, length = 1, month = Month.OCTOBER, Fraction = 0.0
flower: name = hrvhzsfpwxiqucdcqo, length = 18, type = Type.WILD, Fraction = 0.16666666666666666
tree: name = ln, length = 2, age = 1453, Fraction = 0.0
bush: name = kg, length = 2, month = Month.AUGUST, Fraction = 0.0
flower: name = rnqyfjrjgowbf, length = 13, type = Type.GARDEN, Fraction = 0.07692307692307693
tree: name = nh, length = 2, age = 271, Fraction = 0.0
bush: name = jqmhjkwej, length = 9, month = Month.JANUARY, Fraction = 0.1111111111111111
flower: name = fyw, length = 3, type = Type.GARDEN, Fraction = 0.0
flower: name = rasvmfgnrhhl, length = 12, type = Type.WILD, Fraction = 0.08333333333333333
flower: name = my, length = 2, type = Type.GARDEN, Fraction = 0.0
bush: name = mikuovnxeksw, length = 12, month = Month.NOVEMBER, Fraction = 0.3333333333333333
tree: name = feotlvwcval, length = 11, age = 525, Fraction = 0.2727272727272727
tree: name = gsihffplb, length = 9, age = 1555, Fraction = 0.1111111111111111
flower: name = o, length = 1, type = Type.WILD, Fraction = 1.0
bush: name = kkpghlnchsdjcyzcec, length = 18, month = Month.JANUARY, Fraction = 0.05555555555555555
bush: name = ojmmzuhclhupsygbau, length = 18, month = Month.MAY, Fraction = 0.2777777777777778
bush: name = nqexkvrdtkhaiiflx, length = 17, month = Month.JANUARY, Fraction = 0.23529411764705882
flower: name = e, length = 1, type = Type.HOME, Fraction = 1.0
tree: name = rabxcgmterxlvjcaaani, length = 20, age = 751, Fraction = 0.3
flower: name = mr, length = 2, type = Type.WILD, Fraction = 0.0
flower: name = pyslyfpylpbr, length = 12, type = Type.GARDEN, Fraction = 0.0
tree: name = bvjgyuepgxjjdrcfek, length = 18, age = 509, Fraction = 0.16666666666666666
flower: name = yra, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = aqivk, length = 5, age = 786, Fraction = 0.4
tree: name = yvvarpzi, length = 8, age = 1512, Fraction = 0.25
flower: name = frrozymnklsdjevclbk, length = 19, type = Type.GARDEN, Fraction = 0.10526315789473684
tree: name = cgvarxottciy, length = 12, age = 997, Fraction = 0.25
bush: name = gmtuwp, length = 6, month = Month.JANUARY, Fraction = 0.16666666666666666
tree: name = n, length = 1, age = 665, Fraction = 0.0
tree: name = pvursjikfzik, length = 12, age = 1755, Fraction = 0.25
flower: name = lqojmfvkfkrfrvp, length = 15, type = Type.HOME, Fraction = 0.06666666666666667
flower: name = fjansruwmnduxfw, length = 15, type = Type.HOME, Fraction = 0.2
tree: name = bccnggwkrgkocohz, length = 16, age = 1697, Fraction = 0.125
bush: name = hszzpzwaubswkozo, length = 16, month = Month.FEBRUARY, Fraction = 0.25
flower: name = fargomisejzhz, length = 13, type = Type.WILD, Fraction = 0.3076923076923077
bush: name = pxfyhsjdrkgkdnfl, length = 16, month = Month.JUNE, Fraction = 0.0
bush: name = yytyoxvoyv, length = 10, month = Month.NOVEMBER, Fraction = 0.2
bush: name = igyrdyqcgkormnhrxla, length = 19, month = Month.MAY, Fraction = 0.15789473684210525
tree: name = ispyaqjztkhha, length = 13, age = 841, Fraction = 0.23076923076923078
flower: name = pqomidzwtjenvvjtw, length = 17, type = Type.GARDEN, Fraction = 0.17647058823529413
tree: name = ffuqkmqpkkgt, length = 12, age = 1835, Fraction = 0.08333333333333333
flower: name = bdotizccwsljzxv, length = 15, type = Type.HOME, Fraction = 0.13333333333333333
tree: name = ote, length = 3, age = 852, Fraction = 0.6666666666666666
bush: name = iddyrqsicppv, length = 12, month = Month.APRIL, Fraction = 0.16666666666666666
tree: name = coibvepppftpbbdkzgm, length = 19, age = 182, Fraction = 0.15789473684210525
tree: name = ngdiiautxinakioujhw, length = 19, age = 1738, Fraction = 0.47368421052631576
flower: name = qfxcu, length = 5, type = Type.GARDEN, Fraction = 0.2
flower: name = cbvz, length = 4, type = Type.GARDEN, Fraction = 0.0
bush: name = avi, length = 3, month = Month.JULY, Fraction = 0.6666666666666666
flower: name = msmqvwmsupxrtdocwoke, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = lchyipuinhouqokca, length = 17, type = Type.WILD, Fraction = 0.4117647058823529
