Container stores 10000 plants:
bush: name = xfbfzzfpwiigklfku, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
flower: name = vcalqwaxsmbcswaq, length = 16, type = Type.WILD, Fraction = 0.1875
bush: name = mzjvmeb, length = 7, month = Month.AUGUST, Fraction = 0.14285714285714285
tree: name = ykvezads, length = 8, age = 258, Fraction = 0.25
tree: name = daluqrwozcb, length = 11, age = 887, Fraction = 0.2727272727272727
bush: name = vaubseptgrpkv, length = 13, month = Month.NOVEMBER, Fraction = 0.23076923076923078
bush: name = jcijy, length = 5, month = Month.NOVEMBER, Fraction = 0.2
flower: name = revtgjrmclyxsiqbt, length = 17, type = Type.GARDEN, Fraction = 0.11764705882352941
flower: name = kpejvfeq, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = hl, length = 2, age = 1137, Fraction = 0.0
flower: name = qrvitsxnivarrmsxn, length = 17, type = Type.HOME, Fraction = 0.17647058823529413
flower: name = copsdlwlneltmdotm, length = 17, type = Type.WILD, Fraction = 0.17647058823529413
flower: name = bheugcspqiccgnaocoed, length = 20, type = Type.HOME, Fraction = 0.35
flower: name = mzlnygtwbnnowu, length = 14, type = Type.GARDEN, Fraction = 0.14285714285714285
bush: name = smyl, length = 4, month = Month.NOVEMBER, Fraction = 0.0
flower: name = dzwhpbyidtskohytrpfr, length = 20, type = Type.GARDEN, Fraction = 0.1
bush: name = uhzga, length = 5, month = Month.APRIL, Fraction = 0.4
flower: name = gv, length = 2, type = Type.HOME, Fraction = 0.0
tree: name = abntmuhjvmreq, length = 13, age = 1577, Fraction = 0.23076923076923078
flower: name = zokb, length = 4, type = Type.WILD, Fraction = 0.25
flower: name = jdfdkzzptcbjzxyijaa, length = 19, type = Type.WILD, Fraction = 0.15789473684210525
flower: name = aefwycqp, length = 8, type = Type.GARDEN, Fraction = 0.25
tree: name = xzkt, length = 4, age = 1184, Fraction = 0.0
tree: name = ob, length = 2, age = 253, Fraction = 0.5
tree: name = uzdyiicymlxhxw, length = 14, age = 1605, Fraction = 0.21428571428571427
bush: name = kz, length = 2, month = Month.JULY, Fraction = 0.0
bush: name = axdb, length = 4, month = Month.JUNE, Fraction = 0.25
tree: name = sqcpdt, length = 6, age = 1415, Fraction = 0.0
flower: name = kyvkydqumqgil, length = 13, type = Type.GARDEN, Fraction = 0.15384615384615385
flower: name = fxiipguqnqqhkcytujz, length = 19, type = Type.WILD, Fraction = 0.21052631578947367
tree: name = hf, length = 2, age = 1388, Fraction = 0.0
tree: name = hngmgpqawuynwbbh, length = 16, age = 227, Fraction = 0.125
flower: name = hdyeiygtnf, length = 10, type = Type.HOME, Fraction = 0.2
bush: name = ixzqascvfykslzsqkpz, length = 19, month = Month.SEPTEMBER, Fraction = 0.10526315789473684
tree: name = btobiiyjxdi, length = 11, age = 1604, Fraction = 0.36363636363636365
bush: name = femcxtnzaxckcprzrl, length = 18, month = Month.AUGUST, Fraction = 0.1111111111111111
bush: name = lr, length = 2, month = Month.MARCH, Fraction = 0.0
bush: name = fxwrgdogjpl, length = 11, month = Month.DECEMBER, Fraction = 0.09090909090909091
bush: name = xosbc, length = 5, month = Month.JULY, Fraction = 0.2
bush: name = snwbdpjdyrifocacx, length = 17, month = Month.SEPTEMBER, Fraction = 0.17647058823529413
flower: name = spidgjjqqhxcjgwdgpk, length = 19, type = Type.WILD, Fraction = 0.05263157894736842
flower: name = vurbtry, length = 7, type = Type.HOME, Fraction = 0.14285714285714285
tree: name = vpuvqgoca, length = 9, age = 1101, Fraction = 0.3333333333333333
bush: name = roaditdocbwbreo, length = 15, month = Month.JANUARY, Fraction = 0.4
flower: name = cxqlyvgdolwhsp, length = 14, type = Type.GARDEN, Fraction = 0.07142857142857142
tree: name = rbhotirfukkmsyvsoi, length = 18, age = 1644, Fraction = 0.2777777777777778
flower: name = uquo, length = 4, type = Type.GARDEN, Fraction = 0.75
flower: name = erfxxec, length = 7, type = Type.WILD, Fraction = 0.2857142857142857
flower: name = itemsiqfkoc, length = 11, type = Type.HOME, Fraction = 0.36363636363636365
bush: name = doxh, length = 4, month = Month.JUNE, Fraction = 0.25
flower: name = lhqoewrlji, length = 10, type = Type.HOME, Fraction = 0.3
tree: name = hrxisznmoy, length = 10, age = 1684, Fraction = 0.2
tree: name = mngqyuzj, length = 8, age = 1656, Fraction = 0.125
tree: name = zozyiprmfo, length = 10, age = 1718, Fraction = 0.3
tree: name = oen, length = 3, age = 1763, Fraction = 0.6666666666666666
bush: name = jigjrcgfsxpnxhv, length = 15, month = Month.AUGUST, Fraction = 0.06666666666666667
bush: name = gbnxtq, length = 6, month = Month.FEBRUARY, Fraction = 0.0
tree: name = tgnkmytiabestl, length = 14, age = 1574, Fraction = 0.21428571428571427
tree: name = c, length = 1, age = 654, Fraction = 0.0
tree: name = tefpnqewwwlcybmcb, length = 17, age = 1574, Fraction = 0.11764705882352941
tree: name = atmhzbbopkpa, length = 12, age = 1488, Fraction = 0.25
bush: name = toidjut, length = 7, month = Month.JANUARY, Fraction = 0.42857142857142855
bush: name = qos, length = 3, month = Month.OCTOBER, Fraction = 0.3333333333333333
tree: name = bo, length = 2, age = 1885, Fraction = 0.5
flower: name = ynjs, length = 4, type = Type.WILD, Fraction = 0.0
tree: name = pqct, length = 4, age = 481, Fraction = 0.0
bush: name = vtpbmc, length = 6, month = Month.AUGUST, Fraction = 0.0
flower: name = glpjavkiblcwjx, length = 14, type = Type.HOME, Fraction = 0.14285714285714285
bush: name = dcs, length = 3, month = Month.AUGUST, Fraction = 0.0
flower: name = y, length = 1, type = Type.HOME, Fraction = 0.0
flower: name = umvmx, length = 5, type = Type.WILD, Fraction = 0.2
flower: name = oo, length = 2, type = Type.HOME, Fraction = 1.0
bush: name = wvlhexxi, length = 8, month = Month.FEBRUARY, Fraction = 0.25
tree: name = uqmnnkrizqgfswaqsk, length = 18, age = 221, Fraction = 0.16666666666666666
tree: name = st, length = 2, age = 1643, Fraction = 0.0
bush: name = unsotenk, length = 8, month = Month.JANUARY, Fraction = 0.375
flower: name = bzl, length = 3, type = Type.WILD, Fraction = 0.0
bush: name = suikksugadeesys, length = 15, month = Month.JULY, Fraction = 0.4
flower: name = mgebjciytcntsnoxt, length = 17, type = Type.WILD, Fraction = 0.17647058823529413
tree: name = fiwifiudfreqodmh, length = 16, age = 880, Fraction = 0.375
flower: name = jtcxfpqidnnalds, length = 15, type = Type.HOME, Fraction = 0.13333333333333333
flower: name = vzdakmbsdgspfiwszm, length = 18, type = Type.WILD, Fraction = 0.1111111111111111
bush: name = ykitptpwerv, length = 11, month = Month.FEBRUARY, Fraction = 0.18181818181818182
flower: name = abrkh, length = 5, type = Type.HOME, Fraction = 0.2
bush: name = dkzcafcsphvvwpkbquhl, length = 20, month = Month.NOVEMBER, Fraction = 0.1
tree: name = bhmbeattw, length = 9, age = 221, Fraction = 0.2222222222222222
tree: name = yoghfrxttigpvls, length = 15, age = 1088, Fraction = 0.13333333333333333
flower: name = rfqjbghnd, length = 9, type = Type.HOME, Fraction = 0.0
tree: name = gtlwnjdgagihvz, length = 14, age = 189, Fraction = 0.14285714285714285
flower: name = xjgbnilnscc, length = 11, type = Type.GARDEN, Fraction = 0.09090909090909091
flower: name = zelmcwuxqctzpwe, length = 15, type = Type.HOME, Fraction = 0.2
tree: name = hqhbguojejrdfcxav, length = 17, age = 1454, Fraction = 0.23529411764705882
bush: name = suxmutctcs, length = 10, month = Month.APRIL, Fraction = 0.2
bush: name = jrvkespicqaotbtj, length = 16, month = Month.DECEMBER, Fraction = 0.25
bush: name = xsvvgt, length = 6, month = Month.FEBRUARY, Fraction = 0.0
tree: name = kkwq, length = 4, age = 1117, Fraction = 0.0
bush: name = dgrggvnewjcjtlwjdb, length = 18, month = Month.APRIL, Fraction = 0.05555555555555555
flower: name = lcfpzwxsfmclzsxnfdf, length = 19, type = Type.GARDEN, Fraction = 0.0
flower: name = htctnvzysgfdsa, length = 14, type = Type.HOME, Fraction = 0.07142857142857142
flower: name = jmpnpcnnyvafahrbkdhp, length = 20, type = Type.WILD, Fraction = 0.1
tree: name = tapex, length = 5, age = 1553, Fraction = 0.4
bush: name = doswmnmmcsnxxjch, length = 16, month = Month.FEBRUARY, Fraction = 0.0625
flower: name = pasohg, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = ktnyhpbmkanbktjdfob, length = 19, type = Type.HOME, Fraction = 0.10526315789473684
tree: name = vdhldviklpjpl, length = 13, age = 1018, Fraction = 0.07692307692307693
flower: name = haqrvpqbkno, length = 11, type = Type.WILD, Fraction = 0.18181818181818182
flower: name = rmlzdrxllioc, length = 12, type = Type.WILD, Fraction = 0.16666666666666666
flower: name = ggbqkenzrasqftgnln, length = 18, type = Type.HOME, Fraction = 0.1111111111111111
flower: name = avwiwxwlbrktrmsepxbc, length = 20, type = Type.WILD, Fraction = 0.15
flower: name = jtygvnxrt, length = 9, type = Type.HOME, Fraction = 0.0
bush: name = zvavsxjhlbkuqiuxfx, length = 18, month = Month.MAY, Fraction = 0.2222222222222222
bush: name = fduseqhwx, length = 9, month = Month.DECEMBER, Fraction = 0.2222222222222222
bush: name = umc, length = 3, month = Month.OCTOBER, Fraction = 0.3333333333333333
flower: name = rtinjsjlonmnrxc, length = 15, type = Type.GARDEN, Fraction = 0.13333333333333333
flower: name = pxuat, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = igyndq, length = 6, month = Month.MAY, Fraction = 0.16666666666666666
flower: name = pqswyxnwqawtl, length = 13, type = Type.HOME, Fraction = 0.07692307692307693
tree: name = pycirhnkhswjlrztepdp, length = 20, age = 1321, Fraction = 0.1
bush: name = hiqbgvlpun, length = 10, month = Month.JUNE, Fraction = 0.2
tree: name = kkzwyp, length = 6, age = 1793, Fraction = 0.0
tree: name = mlxmc, length = 5, age = 1750, Fraction = 0.0
flower: name = fdlwdvjxqodwanvl, length = 16, type = Type.WILD, Fraction = 0.125
bush: name = kkgonracaggzjcvp, length = 16, month = Month.OCTOBER, Fraction = 0.1875
bush: name = mfqghbmtjxmsokus, length = 16, month = Month.JANUARY, Fraction = 0.125
tree: name = knlxswbivimmduk, length = 15, age = 180, Fraction = 0.2
flower: name = tslpgrcflrrkuupiya, length = 18, type = Type.WILD, Fraction = 0.2222222222222222
bush: name = hpmxvedbpcfwkswnkf, length = 18, month = Month.MARCH, Fraction = 0.05555555555555555
flower: name = uyoztyksi, length = 9, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = buwhzmvaqnvqbko, length = 15, type = Type.GARDEN, Fraction = 0.2
tree: name = vjva, length = 4, age = 1344, Fraction = 0.25
flower: name = jgq, length = 3, type = Type.GARDEN, Fraction = 0.0
flower: name = czdxb, length = 5, type = Type.WILD, Fraction = 0.0
flower: name = wsfdyajolq, length = 10, type = Type.WILD, Fraction = 0.2
tree: name = cqgyf, length = 5, age = 1256, Fraction = 0.0
tree: name = weqnoskcfzkxbq, length = 14, age = 1697, Fraction = 0.14285714285714285
tree: name = mssmgydbutfap, length = 13, age = 1335, Fraction = 0.15384615384615385
bush: name = ohfhhdjmq, length = 9, month = Month.OCTOBER, Fraction = 0.1111111111111111
bush: name = xttcakymxwrey, length = 13, month = Month.JANUARY, Fraction = 0.15384615384615385
flower: name = ybnqj, length = 5, type = Type.WILD, Fraction = 0.0
bush: name = xkqkfjrc, length = 8, month = Month.APRIL, Fraction = 0.0
flower: name = pzdyob, length = 6, type = Type.HOME, Fraction = 0.16666666666666666
flower: name = pmchtetirklti, length = 13, type = Type.HOME, Fraction = 0.23076923076923078
tree: name = zxrspan, length = 7, age = 1988, Fraction = 0.14285714285714285
tree: name = yrdimje, length = 7, age = 1822, Fraction = 0.2857142857142857
bush: name = ks, length = 2, month = Month.JUNE, Fraction = 0.0
tree: name = rckubifzpfyiuksk, length = 16, age = 79, Fraction = 0.25
flower: name = ezkulbnvpebkvg, length = 14, type = Type.WILD, Fraction = 0.21428571428571427
flower: name = lbnfljzjmgabaojo, length = 16, type = Type.HOME, Fraction = 0.25
flower: name = gxoazoyhjeag, length = 12, type = Type.GARDEN, Fraction = 0.4166666666666667
tree: name = qcwravsl, length = 8, age = 1003, Fraction = 0.125
bush: name = q, length = 1, month = Month.JUNE, Fraction = 0.0
flower: name = izsrxdcmkzaban, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
bush: name = qcox, length = 4, month = Month.APRIL, Fraction = 0.25
tree: name = bheyhxbdiw, length = 10, age = 1344, Fraction = 0.2
tree: name = agovdnsv, length = 8, age = 771, Fraction = 0.25
tree: name = qjzwcrnfwjedbf, length = 14, age = 1490, Fraction = 0.07142857142857142
flower: name = hdxaeipijtiqns, length = 14, type = Type.HOME, Fraction = 0.35714285714285715
tree: name = rdtbzfbaie, length = 10, age = 1381, Fraction = 0.3
flower: name = yhulryurc, length = 9, type = Type.WILD, Fraction = 0.2222222222222222
flower: name = mvwzeofjusmrwsgomurm, length = 20, type = Type.WILD, Fraction = 0.25
flower: name = cxjlossit, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
bush: name = lir, length = 3, month = Month.JUNE, Fraction = 0.3333333333333333
flower: name = hcemojfiaaxcwzln, length = 16, type = Type.WILD, Fraction = 0.3125
flower: name = ootyzjlekbgwytuabil, length = 19, type = Type.WILD, Fraction = 0.3157894736842105
tree: name = yqkqlgpzcmsgeep, length = 15, age = 1395, Fraction = 0.13333333333333333
bush: name = uawspwapgoptwwhfh, length = 17, month = Month.APRIL, Fraction = 0.23529411764705882
flower: name = kwplze, length = 6, type = Type.HOME, Fraction = 0.16666666666666666
bush: name = qpyj, length = 4, month = Month.MAY, Fraction = 0.0
bush: name = lrnvb, length = 5, month = Month.NOVEMBER, Fraction = 0.0
tree: name = epkzwbcx, length = 8, age = 1580, Fraction = 0.125
tree: name = gnswnacbgzwobeldkwfe, length = 20, age = 1526, Fraction = 0.2
bush: name = mcvwszolajonnjtylfoc, length = 20, month = Month.DECEMBER, Fraction = 0.2
bush: name = zihdhhsswcksfikpncbr, length = 20, month = Month.SEPTEMBER, Fraction = 0.1
tree: name = levqvxznupzwgvyx, length = 16, age = 1137, Fraction = 0.125
flower: name = saivotfslufd, length = 12, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = ebmlmbolyxtqnemdx, length = 17, type = Type.GARDEN, Fraction = 0.17647058823529413
tree: name = skngteyqphkoxxszhx, length = 18, age = 1624, Fraction = 0.1111111111111111
bush: name = sbdrvaayrsewc, length = 13, month = Month.MARCH, Fraction = 0.23076923076923078
flower: name = ymdyojcowclk, length = 12, type = Type.WILD, Fraction = 0.16666666666666666
flower: name = ywrdqcuglyw, length = 11, type = Type.WILD, Fraction = 0.09090909090909091
tree: name = ccqtibrwjnthhn, length = 14, age = 1835, Fraction = 0.07142857142857142
bush: name = szlp, length = 4, month = Month.OCTOBER, Fraction = 0.0
bush: name = vrz, length = 3, month = Month.APRIL, Fraction = 0.0
flower: name = zcjawidtvjxgllpt, length = 16, type = Type.HOME, Fraction = 0.125
bush: name = uadewkkrrjgtos, length = 14, month = Month.OCTOBER, Fraction = 0.2857142857142857
bush: name = tzkjq, length = 5, month = Month.SEPTEMBER, Fraction = 0.0
bush: name = tojavxycbdulnifhc, length = 17, month = Month.JUNE, Fraction = 0.23529411764705882
bush: name = sds, length = 3, month = Month.JUNE, Fraction = 0.0
tree: name = nqfpoghopq, length = 10, age = 1660, Fraction = 0.2
flower: name = mggqpfalcaqk, length = 12, type = Type.WILD, Fraction = 0.16666666666666666
bush: name = zobdixpozaxwjmfvijl, length = 19, month = Month.OCTOBER, Fraction = 0.2631578947368421
flower: name = pfcegfdlhdyatmn, length = 15, type = Type.HOME, Fraction = 0.13333333333333333
flower: name = duzfhuvjstrpdd, length = 14, type = Type.GARDEN, Fraction = 0.14285714285714285
flower: name = mcmgadciqbgfawurwzxq, length = 20, type = Type.WILD, Fraction = 0.2
bush: name = bftghecbiqcgm, length = 13, month = Month.JULY, Fraction = 0.15384615384615385
tree: name = rderedxwbgkfjnzkzqd, length = 19, age = 793, Fraction = 0.10526315789473684
flower: name = ekiyvvhbvapphztzuuf, length = 19, type = Type.GARDEN, Fraction = 0.2631578947368421
flower: name = jalnw, length = 5, type = Type.WILD, Fraction = 0.2
tree: name = zxaktwoufexk, length = 12, age = 450, Fraction = 0.3333333333333333
flower: name = zlboirvsvdf, length = 11, type = Type.HOME, Fraction = 0.18181818181818182
bush: name = emrmpuqynwaasx, length = 14, month = Month.MAY, Fraction = 0.2857142857142857
tree: name = ncfdfqnghzhdwchggo, length = 18, age = 187, Fraction = 0.05555555555555555
tree: name = eqtlouulukiekrjg, length = 16, age = 281, Fraction = 0.4375
bush: name = uch, length = 3, month = Month.MARCH, Fraction = 0.3333333333333333
flower: name = pkvhchesmzsfcerbvlha, length = 20, type = Type.GARDEN, Fraction = 0.15
flower: name = kk, length = 2, type = Type.GARDEN, Fraction = 0.0
tree: name = pvqcam, length = 6, age = 1321, Fraction = 0.16666666666666666
bush: name = lezqwvnlagpgrz, length = 14, month = Month.JUNE, Fraction = 0.14285714285714285
tree: name = bzkopzof, length = 8, age = 1915, Fraction = 0.25
flower: name = cvcwnklzgouxcejcel, length = 18, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = jxo, length = 3, age = 21, Fraction = 0.3333333333333333
flower: name = lvmesddvyuzttrh, length = 15, type = Type.GARDEN, Fraction = 0.13333333333333333
flower: name = krivjvzbbobwishc, length = 16, type = Type.WILD, Fraction = 0.1875
bush: name = uxmmzoh, length = 7, month = Month.AUGUST, Fraction = 0.2857142857142857
bush: name = wsbzi, length = 5, month = Month.DECEMBER, Fraction = 0.2
flower: name = qubkhrik, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = vjlxpwweupwxltiaoc, length = 18, age = 1768, Fraction = 0.2777777777777778
bush: name = rosmfdaxnqtawo, length = 14, month = Month.JANUARY, Fraction = 0.2857142857142857
tree: name = u, length = 1, age = 1763, Fraction = 1.0
tree: name = kakomfa, length = 7, age = 1970, Fraction = 0.42857142857142855
tree: name = oasnpjtliwip, length = 12, age = 107, Fraction = 0.3333333333333333
flower: name = agvzamrlfnfbhc, length = 14, type = Type.WILD, Fraction = 0.14285714285714285
flower: name = esdfyqwsu, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = wqgbza, length = 6, age = 1660, Fraction = 0.16666666666666666
bush: name = zlghleocihzl, length = 12, month = Month.FEBRUARY, Fraction = 0.25
tree: name = wjyjmoqgccrvjmpmutwh, length = 20, age = 1854, Fraction = 0.1
flower: name = okeir, length = 5, type = Type.GARDEN, Fraction = 0.6
